stage,act,chapter,index,kingdom,boss,objectives,moves,time_s,target,difficulty,casual_win,casual_win_assist,casual_avg_score,average_win,average_win_assist,average_avg_score,expert_win,expert_win_assist,expert_avg_score
533,3,27,13,West,None,ClearIce:33,22,900,4100,816,33,50,9500,33,100,10801,100,100,15840
534,3,27,14,West,None,BreakStones:9,22,900,3100,817,17,100,6011,67,100,6361,100,100,9758
535,3,27,15,West,None,ReachScore:8100 + CollectColor:16,22,900,8100,817,50,100,7655,33,100,7033,100,100,9331
536,3,27,16,West,None,ReachScore:1200,0,79,1200,818,67,83,1965,67,100,1977,100,100,2803
537,3,27,17,West,None,CollectColor:23,22,900,3100,818,0,67,6444,33,83,7025,100,100,10115
538,3,27,18,West,None,ClearIce:29,22,900,3100,819,33,67,5795,67,67,7245,100,100,7247
539,3,27,19,West,None,BreakStones:10,22,900,2300,819,33,100,5533,100,100,8673,100,100,7474
540,3,27,20,West,ChapterBoss,DefeatBoss:8350,27,900,8350,820,17,83,7409,67,100,8240,100,100,9801
541,3,28,1,West,None,ReachScore:2750,23,900,2750,790,17,17,2400,33,33,3300,100,100,5478
542,3,28,2,West,None,CollectColor:23,23,900,3200,791,83,100,6449,83,100,7623,100,100,6220
543,3,28,3,West,None,ClearIce:32,23,900,2350,791,0,33,9560,17,67,8872,100,100,9912
544,3,28,4,West,None,BreakStones:10,0,79,4150,822,0,33,5643,17,83,7336,100,100,9640
545,3,28,5,West,None,ReachScore:7800 + CollectColor:10,22,900,7800,822,50,100,7716,67,100,7578,100,100,9402
546,3,28,6,West,None,ReachScore:2899,22,900,2899,823,0,50,1629,100,100,6312,100,100,6689
547,3,28,7,West,None,CollectColor:32,22,900,2300,823,17,100,5803,100,100,9951,100,100,9701
548,3,28,8,West,None,ClearIce:24,22,900,3100,824,100,100,5822,100,100,6995,100,100,6548
549,3,28,9,West,None,BreakStones:10,0,79,3100,824,33,67,6276,83,100,7528,100,100,4307
550,3,28,10,West,MiniBoss,DefeatBoss:11150,27,900,11150,825,0,17,7459,33,67,10010,100,100,13928
551,3,28,11,West,None,ReachScore:4700,22,900,4700,825,17,17,4408,33,67,6310,100,100,7185
552,3,28,12,West,None,CollectColor:26,0,79,3100,826,33,83,5738,83,100,8437,100,100,14852
553,3,28,13,West,None,ClearIce:27,22,900,4150,826,83,100,14478,17,83,7160,100,100,9607
554,3,28,14,West,None,BreakStones:10,22,900,3150,827,50,67,5502,67,83,5328,100,100,5880
555,3,28,15,West,None,ReachScore:4800 + CollectColor:8,22,900,4800,827,100,100,5623,100,100,6365,100,100,6194
556,3,28,16,West,None,ReachScore:4934,0,79,4934,828,0,17,3059,33,67,3449,100,100,6043
557,3,28,17,West,None,CollectColor:26,22,900,3150,828,83,100,5785,83,100,6762,100,100,8253
558,3,28,18,West,None,ClearIce:24,22,900,3150,829,33,100,5563,67,83,5870,100,100,7062
559,3,28,19,West,None,BreakStones:9,22,900,2300,829,67,100,6088,67,83,7047,100,100,6506
560,3,28,20,West,ChapterBoss,DefeatBoss:8400,27,900,8400,830,33,67,7093,50,100,8811,100,100,9855
561,3,29,1,West,None,ReachScore:1000,22,900,1000,800,83,100,3220,67,100,2628,100,100,3290
562,3,29,2,West,None,CollectColor:21,22,900,3050,801,100,100,6999,100,100,9389,100,100,8626
563,3,29,3,West,None,ClearIce:32,22,900,2250,801,17,67,7766,17,67,8627,100,100,11463
564,3,29,4,West,None,BreakStones:9,0,79,4150,832,83,100,6606,100,100,5882,100,100,5478
565,3,29,5,West,None,ReachScore:6500 + CollectColor:14,22,900,6500,832,17,67,5749,50,100,5540,100,100,7746
566,3,29,6,West,None,ReachScore:2949,22,900,2949,833,33,33,3497,83,100,4858,100,100,5151
567,3,29,7,West,None,CollectColor:25,22,900,2300,833,67,100,7571,67,100,9948,100,100,19388
568,3,29,8,West,None,ClearIce:30,22,900,2900,834,17,50,9288,0,50,8315,100,100,10662
569,3,29,9,West,None,BreakStones:10,0,79,2900,834,50,67,5235,83,100,6831,100,100,5907
570,3,29,10,West,MiniBoss,DefeatBoss:11200,27,900,11200,835,17,17,8053,33,83,10582,100,100,13183
571,3,29,11,West,None,ReachScore:1500,22,900,1500,835,100,100,4180,83,100,3580,100,100,3959
572,3,29,12,West,None,CollectColor:31,0,79,2950,836,33,83,8728,33,100,7209,100,100,11718
573,3,29,13,West,None,ClearIce:24,22,900,4200,836,83,100,5248,100,100,7080,100,100,5723
574,3,29,14,West,None,BreakStones:10,22,900,2950,837,17,50,6849,83,100,5504,100,100,4956
575,3,29,15,West,None,ReachScore:8665 + CollectColor:23,22,900,8665,837,50,83,8556,83,83,10244,100,100,22345
576,3,29,16,West,None,ReachScore:2050,0,79,2050,838,83,100,3055,83,83,2943,100,100,3787
577,3,29,17,West,None,CollectColor:18,22,900,2950,838,83,100,5156,100,100,9015,100,100,5821
578,3,29,18,West,None,ClearIce:24,22,900,2950,839,83,100,6823,100,100,7871,100,100,8014
579,3,29,19,West,None,BreakStones:10,22,900,2300,839,33,83,5671,100,100,8187,100,100,8264
580,3,29,20,West,ChapterBoss,DefeatBoss:7900,27,900,7900,840,50,100,7481,100,100,9624,100,100,13112
581,3,30,1,West,None,ReachScore:4280,22,900,4280,810,0,67,2490,50,67,5240,100,100,6264
582,3,30,2,West,None,CollectColor:10,22,900,3100,811,100,100,5235,100,100,6526,100,100,6558
583,3,30,3,West,None,ClearIce:32,22,900,2250,811,17,67,10407,67,83,11243,100,100,9469
584,3,30,4,West,None,BreakStones:10,0,78,4200,842,83,100,6398,100,100,4915,100,100,4275
585,3,30,5,West,None,ReachScore:6400 + CollectColor:11,22,900,6400,842,17,33,4975,50,67,6761,100,100,7275
586,3,30,6,West,None,ReachScore:6578,22,900,6578,843,17,50,4246,17,33,4591,100,100,8265
587,3,30,7,West,None,CollectColor:30,22,900,2300,843,83,100,9630,100,100,10592,100,100,13888
588,3,30,8,West,None,ClearIce:18,22,900,2950,844,83,100,5041,67,100,5569,100,100,4647
589,3,30,9,West,None,BreakStones:10,0,78,2950,844,83,83,6393,100,100,6226,100,100,5385
590,3,30,10,West,MiniBoss,DefeatBoss:11350,27,900,11350,845,0,33,6757,17,67,9426,100,100,15600
591,3,30,11,West,None,ReachScore:1680,22,900,1680,845,50,83,2700,67,100,3226,100,100,4559
592,3,30,12,West,None,CollectColor:26,0,78,2950,846,33,67,6617,50,67,10141,100,100,12689
593,3,30,13,West,None,ClearIce:26,22,900,4200,846,67,100,7662,100,100,9232,100,100,7276
594,3,30,14,West,None,BreakStones:10,22,900,2950,847,50,100,5277,67,100,6313,100,100,7057
595,3,30,15,West,None,ReachScore:7100 + CollectColor:10,22,900,7100,847,67,100,7172,67,100,8221,100,100,7833
596,3,30,16,West,None,ReachScore:1972,0,78,1972,848,33,67,1632,33,50,1807,100,100,3382
597,3,30,17,West,None,CollectColor:21,22,900,2950,848,50,100,6303,50,83,9077,100,100,9014
598,3,30,18,West,None,ClearIce:30,22,900,2950,849,50,100,8517,67,100,8430,100,100,11880
599,3,30,19,West,None,BreakStones:8,22,900,2300,849,100,100,5436,100,100,5052,100,100,4697
600,3,30,20,West,ActBoss,DefeatBoss:5500,27,900,5500,850,83,100,6867,100,100,9134,100,100,7742
601,4,31,1,South,None,ReachScore:1200,22,900,1200,820,50,67,2251,83,100,3313,100,100,3618
602,4,31,2,South,None,CollectColor:12,22,900,3100,821,100,100,3477,100,100,3938,100,100,3187
603,4,31,3,South,None,ClearIce:25,22,900,2300,821,67,83,11926,83,100,9380,100,100,10866
604,4,31,4,South,None,BreakStones:10,0,78,4200,852,17,33,4426,50,67,5366,100,100,6107
605,4,31,5,South,None,ReachScore:4650 + CollectColor:14,22,900,4650,852,83,100,6406,100,100,6054,100,100,5751
606,4,31,6,South,None,ReachScore:3100,22,900,3100,853,83,100,5460,83,100,4895,100,100,5730
607,4,31,7,South,None,CollectColor:19,22,900,2300,853,83,100,7465,83,100,9575,100,100,9918
608,4,31,8,South,None,ClearIce:22,22,900,2950,854,100,100,7131,83,100,6300,100,100,5732
609,4,31,9,South,None,BreakStones:10,0,78,2950,854,0,17,3348,0,50,6397,100,100,7391
610,4,31,10,South,MiniBoss,DefeatBoss:11400,27,900,11400,855,33,67,10148,17,50,10122,100,100,14432
611,4,31,11,South,None,ReachScore:4607,22,900,4607,855,0,33,3260,33,50,6579,100,100,8409
612,4,31,12,South,None,CollectColor:18,0,78,2950,856,67,100,6485,67,100,5615,100,100,5931
613,4,31,13,South,None,ClearIce:34,22,900,4250,856,17,17,7641,33,100,10672,100,100,6940
614,4,31,14,South,None,BreakStones:10,22,900,2950,857,67,100,5227,67,100,6625,100,100,4625
615,4,31,15,South,None,ReachScore:9662 + CollectColor:20,22,900,9662,857,33,83,7463,67,100,10020,100,100,11541
616,4,31,16,South,None,ReachScore:1362,0,78,1362,858,50,83,1874,33,67,1687,100,100,2673
617,4,31,17,South,None,CollectColor:34,22,900,2950,858,17,67,9043,17,50,10375,100,100,12518
618,4,31,18,South,None,ClearIce:20,22,900,2950,859,83,100,6932,100,100,7097,100,100,8498
619,4,31,19,South,None,BreakStones:9,22,900,2350,859,83,100,7209,100,100,10248,100,100,8351
620,4,31,20,South,ChapterBoss,DefeatBoss:8050,27,900,8050,860,83,100,9151,100,100,10289,100,100,11662
621,4,32,1,South,None,ReachScore:3250,22,900,3250,830,50,50,4531,67,83,4391,100,100,5410
622,4,32,2,South,None,CollectColor:12,22,900,3150,831,100,100,5561,83,100,5367,100,100,6591
623,4,32,3,South,None,ClearIce:27,22,900,2300,831,33,83,7048,100,100,6746,100,100,7121
624,4,32,4,South,None,BreakStones:10,0,78,4250,862,33,83,4257,100,100,6305,100,100,7050
625,4,32,5,South,None,ReachScore:5695 + CollectColor:15,22,900,5695,862,50,100,6156,67,100,6328,100,100,9018
626,4,32,6,South,None,ReachScore:5300,22,900,5300,863,33,33,4003,17,33,4032,100,100,8100
627,4,32,7,South,None,CollectColor:40,22,900,2350,863,0,100,10892,83,100,13715,100,100,14524
628,4,32,8,South,None,ClearIce:26,22,900,3000,864,67,100,7050,100,100,8348,100,100,6590
629,4,32,9,South,None,BreakStones:10,0,78,3000,864,83,100,5569,67,100,6766,100,100,4889
630,4,32,10,South,MiniBoss,DefeatBoss:11450,27,900,11450,865,33,67,12499,67,100,12260,100,100,12666
631,4,32,11,South,None,ReachScore:1550,22,900,1550,865,17,33,1554,67,83,3165,100,100,3980
632,4,32,12,South,None,CollectColor:25,0,78,3000,866,0,17,6068,17,50,5526,100,100,7158
633,4,32,13,South,None,ClearIce:30,22,900,4250,866,67,83,8946,67,100,8707,100,100,9335
634,4,32,14,South,None,BreakStones:10,22,900,3000,867,33,100,6515,67,100,5062,100,100,5344
635,4,32,15,South,None,ReachScore:7050 + CollectColor:12,22,900,7050,867,50,100,7881,50,100,7726,100,100,9811
636,4,32,16,South,None,ReachScore:1706,0,78,1706,868,67,67,2940,67,100,2357,100,100,3408
637,4,32,17,South,None,CollectColor:23,22,900,3000,868,17,83,4768,17,100,7342,100,100,8262
638,4,32,18,South,None,ClearIce:26,22,900,3000,869,100,100,8224,83,100,8214,100,100,11436
639,4,32,19,South,None,BreakStones:6,22,900,2350,869,100,100,5000,100,100,5044,100,100,5656
640,4,32,20,South,ChapterBoss,DefeatBoss:8050,27,900,8050,870,67,100,8985,83,100,9980,100,100,13737
641,4,33,1,South,None,ReachScore:700,22,900,700,840,83,100,2583,100,100,3184,100,100,3002
642,4,33,2,South,None,CollectColor:8,22,900,2950,841,100,100,6403,100,100,4532,100,100,5238
643,4,33,3,South,None,ClearIce:25,22,900,2300,841,50,100,5928,33,100,7326,100,100,8035
644,4,33,4,South,None,BreakStones:10,0,78,4300,872,67,100,3926,100,100,5369,100,100,7451
645,4,33,5,South,None,ReachScore:6041 + CollectColor:17,22,900,6041,872,50,100,6297,50,100,5941,100,100,8042
646,4,33,6,South,None,ReachScore:2284,22,900,2284,873,17,67,2107,50,67,3218,100,100,5068
647,4,33,7,South,None,CollectColor:18,22,900,2350,873,67,100,6176,100,100,6983,100,100,8104
648,4,33,8,South,None,ClearIce:21,22,900,3000,874,100,100,8437,100,100,6163,100,100,4352
649,4,33,9,South,None,BreakStones:10,0,78,3000,874,33,83,3661,83,100,4824,100,100,6235
650,4,33,10,South,MiniBoss,DefeatBoss:5750,27,900,5750,875,67,100,7142,100,100,7826,100,100,7066
651,4,33,11,South,None,ReachScore:3000,22,900,3000,875,33,67,3575,50,100,4016,100,100,5746
652,4,33,12,South,None,CollectColor:17,0,78,3000,876,67,100,4749,100,100,6109,100,100,6509
653,4,33,13,South,None,ClearIce:30,22,900,4300,876,67,83,7633,83,100,7026,100,100,9169
654,4,33,14,South,None,BreakStones:10,22,900,3000,877,67,83,6257,83,100,6568,100,100,7931
655,4,33,15,South,None,ReachScore:14251 + CollectColor:24,22,900,14251,877,0,67,11798,50,83,13542,100,100,17440
656,4,33,16,South,None,ReachScore:1950,0,78,1950,878,100,100,3050,83,100,3165,100,100,3530
657,4,33,17,South,None,CollectColor:32,22,900,3000,878,17,67,11480,0,67,7961,100,100,12037
658,4,33,18,South,None,ClearIce:26,22,900,3000,879,67,100,9368,83,100,7320,100,100,9429
659,4,33,19,South,None,BreakStones:10,22,900,2350,879,67,67,7939,83,83,10518,100,100,14428
660,4,33,20,South,ChapterBoss,DefeatBoss:6800,27,900,6800,880,100,100,8249,100,100,8488,100,100,9253
661,4,34,1,South,None,ReachScore:2284,22,900,2284,850,0,33,1241,50,67,3444,100,100,5263
662,4,34,2,South,None,CollectColor:25,22,900,2950,851,100,100,6738,100,100,6606,100,100,7070
663,4,34,3,South,None,ClearIce:30,22,900,2300,851,33,83,7605,33,100,7077,100,100,10666
664,4,34,4,South,None,BreakStones:10,0,77,4300,882,33,67,4349,100,100,4554,100,100,8166
665,4,34,5,South,None,ReachScore:5950 + CollectColor:14,22,900,5950,882,33,67,5514,67,83,6834,100,100,7354
666,4,34,6,South,None,ReachScore:950,22,900,950,883,67,100,2393,67,83,2537,100,100,3292
667,4,34,7,South,None,CollectColor:28,22,900,2400,883,50,100,7667,50,100,8834,100,100,11996
668,4,34,8,South,None,ClearIce:26,22,900,3000,884,67,100,6300,67,100,7971,100,100,11514
669,4,34,9,South,None,BreakStones:10,0,77,3000,884,33,50,5241,33,83,5455,100,100,5260
670,4,34,10,South,MiniBoss,DefeatBoss:8750,27,900,8750,885,33,83,8668,50,100,8530,100,100,10205
671,4,34,11,South,None,ReachScore:6514,22,900,6514,885,17,17,5345,17,67,5741,100,100,11267
672,4,34,12,South,None,CollectColor:35,0,77,3000,886,0,17,6297,50,50,8513,100,100,14248
673,4,34,13,South,None,ClearIce:29,22,900,4300,886,33,83,7659,17,67,6790,100,100,9808
674,4,34,14,South,None,BreakStones:10,22,900,3000,887,100,100,5201,67,100,6826,100,100,4566
675,4,34,15,South,None,ReachScore:5250 + CollectColor:10,22,900,5250,887,67,100,6387,83,100,7304,100,100,6240
676,4,34,16,South,None,ReachScore:1347,0,77,1347,888,50,100,1675,100,100,2537,100,100,2694
677,4,34,17,South,None,CollectColor:29,22,900,3000,888,83,100,10085,83,100,9538,100,100,15572
678,4,34,18,South,None,ClearIce:27,22,900,3000,889,83,100,6415,67,83,6508,100,100,9293
679,4,34,19,South,None,BreakStones:10,22,900,2400,889,33,83,6760,67,83,7101,100,100,6215
680,4,34,20,South,ChapterBoss,DefeatBoss:8150,27,900,8150,890,67,83,7958,50,83,9665,100,100,9580
681,4,35,1,South,None,ReachScore:1900,22,900,1900,860,33,67,2409,33,33,2397,100,100,4072
682,4,35,2,South,None,CollectColor:18,22,900,2950,861,100,100,5850,83,100,5813,100,100,6504
683,4,35,3,South,None,ClearIce:27,22,900,2350,861,67,83,7978,83,100,6992,100,100,8986
684,4,35,4,South,None,BreakStones:10,0,77,4350,892,17,67,4504,100,100,5908,100,100,4289
685,4,35,5,South,None,ReachScore:5650 + CollectColor:13,22,900,5650,892,0,83,4223,83,100,6267,100,100,6107
686,4,35,6,South,None,ReachScore:550,22,900,550,893,100,100,3002,100,100,3018,100,100,2782
687,4,35,7,South,None,CollectColor:23,22,900,2400,893,0,67,6713,33,67,8619,100,100,15316
688,4,35,8,South,None,ClearIce:26,22,900,3050,894,17,83,6380,83,100,7029,100,100,8534
689,4,35,9,South,None,BreakStones:10,0,77,3050,894,50,83,4608,83,100,4010,100,100,5241
690,4,35,10,South,MiniBoss,DefeatBoss:11150,27,900,11150,895,50,100,11125,17,100,8818,100,100,16710
691,4,35,11,South,None,ReachScore:1950,22,900,1950,895,83,83,4072,33,83,2708,100,100,4555
692,4,35,12,South,None,CollectColor:15,0,77,3050,896,50,83,5739,83,100,4593,100,100,6021
693,4,35,13,South,None,ClearIce:28,22,900,4350,896,83,100,8632,100,100,6599,100,100,8678
694,4,35,14,South,None,BreakStones:10,22,900,3050,897,100,100,5564,100,100,6386,100,100,5582
695,4,35,15,South,None,ReachScore:6170 + CollectColor:11,22,900,6170,897,83,83,7242,83,100,7164,100,100,12898
696,4,35,16,South,None,ReachScore:2500,0,77,2500,898,33,33,2160,67,83,3123,100,100,3973
697,4,35,17,South,None,CollectColor:13,22,900,3050,898,100,100,4881,100,100,6130,100,100,4315
698,4,35,18,South,None,ClearIce:21,22,900,3050,899,100,100,5878,100,100,5261,100,100,3888
699,4,35,19,South,None,BreakStones:10,22,900,2400,899,100,100,6329,83,100,6419,100,100,5449
700,4,35,20,South,ChapterBoss,DefeatBoss:7900,26,900,7900,900,67,100,8803,100,100,9480,100,100,10331
701,4,36,1,South,None,ReachScore:2250,22,900,2250,870,33,50,2574,67,67,3339,100,100,4568
702,4,36,2,South,None,CollectColor:17,22,900,3000,870,83,100,7303,83,100,5761,100,100,9564
703,4,36,3,South,None,ClearIce:24,22,900,2350,871,33,67,7623,83,100,7204,100,100,5982
704,4,36,4,South,None,BreakStones:10,0,77,4150,901,67,83,3463,83,100,4547,100,100,5499
705,4,36,5,South,None,ReachScore:5450 + CollectColor:16,21,900,5450,901,83,100,6206,67,83,5881,100,100,6004
706,4,36,6,South,None,ReachScore:2620,21,900,2620,902,100,100,5286,33,67,3195,100,100,4755
707,4,36,7,South,None,CollectColor:15,21,900,2300,902,100,100,7717,100,100,8797,100,100,9291
708,4,36,8,South,None,ClearIce:30,21,900,2900,902,0,100,7110,17,67,7462,100,100,9511
709,4,36,9,South,None,BreakStones:10,0,77,2900,903,17,50,6243,17,83,7502,100,100,8220
710,4,36,10,South,MiniBoss,DefeatBoss:11350,26,900,11350,903,17,67,8025,17,67,9517,100,100,13872
711,4,36,11,South,None,ReachScore:1050,21,900,1050,903,83,100,3131,67,100,2669,100,100,3311
712,4,36,12,South,None,CollectColor:33,0,77,2900,904,0,17,7341,0,67,7371,100,100,16015
713,4,36,13,South,None,ClearIce:27,21,900,4150,904,17,100,5749,67,83,7171,100,100,7262
714,4,36,14,South,None,BreakStones:8,21,900,2900,904,67,83,4641,83,100,5395,100,100,7756
715,4,36,15,South,None,ReachScore:8154 + CollectColor:18,21,900,8154,905,33,83,10444,67,100,9913,100,100,15654
716,4,36,16,South,None,ReachScore:6472,0,77,6472,905,17,50,4732,33,50,4864,100,100,9358
717,4,36,17,South,None,CollectColor:30,21,900,2900,905,17,50,7066,17,83,6372,100,100,10369
718,4,36,18,South,None,ClearIce:26,21,900,2900,906,83,100,6917,67,100,7321,100,100,9300
719,4,36,19,South,None,BreakStones:10,21,900,2300,906,67,100,5957,33,100,8916,100,100,9177
720,4,36,20,South,ChapterBoss,DefeatBoss:7900,26,900,7900,906,67,83,7961,33,83,8270,100,100,9890
721,4,37,1,South,None,ReachScore:2766,22,900,2766,877,33,50,2848,67,83,4240,100,100,8954
722,4,37,2,South,None,CollectColor:15,22,900,3000,877,33,83,4955,83,100,8148,100,100,10116
723,4,37,3,South,None,ClearIce:31,22,900,2350,877,67,83,7429,83,100,7897,100,100,9007
724,4,37,4,South,None,BreakStones:10,0,77,4200,908,50,100,6969,83,100,6152,100,100,6756
725,4,37,5,South,None,ReachScore:8345 + CollectColor:15,21,900,8345,908,33,50,6925,0,17,5739,100,100,9744
726,4,37,6,South,None,ReachScore:5519,21,900,5519,908,17,33,3032,33,83,3855,100,100,9044
727,4,37,7,South,None,CollectColor:18,21,900,2300,909,50,100,6729,100,100,9220,100,100,7716
728,4,37,8,South,None,ClearIce:30,21,900,2950,909,33,67,7593,17,100,6218,100,100,9045
729,4,37,9,South,None,BreakStones:10,0,77,2950,909,67,67,6256,100,100,5036,100,100,5282
730,4,37,10,South,MiniBoss,DefeatBoss:11400,26,900,11400,910,33,67,9917,33,67,10108,100,100,14252
731,4,37,11,South,None,ReachScore:2583,21,900,2583,910,67,83,3343,100,100,4764,100,100,4547
732,4,37,12,South,None,CollectColor:36,0,77,2950,910,0,0,5816,0,17,7727,100,100,19947
733,4,37,13,South,None,ClearIce:23,21,900,4200,911,100,100,8007,100,100,7246,100,100,8413
734,4,37,14,South,None,BreakStones:10,21,900,2950,911,50,83,4908,50,100,6508,100,100,11772
735,4,37,15,South,None,ReachScore:6100 + CollectColor:13,21,900,6100,911,50,100,6502,100,100,7667,100,100,7486
736,4,37,16,South,None,ReachScore:3622,0,77,3622,912,67,67,4109,33,50,3757,100,100,8977
737,4,37,17,South,None,CollectColor:26,21,900,2950,912,33,83,7981,0,33,8515,100,100,20384
738,4,37,18,South,None,ClearIce:24,21,900,2950,912,83,100,6385,83,100,7016,100,100,6762
739,4,37,19,South,None,BreakStones:9,21,900,2300,913,50,100,5114,100,100,4942,100,100,6392
740,4,37,20,South,ChapterBoss,DefeatBoss:7100,26,900,7100,913,67,100,7792,67,100,7617,100,100,9350
741,4,38,1,South,None,ReachScore:2708,22,900,2708,883,67,67,4999,100,100,6703,100,100,5408
742,4,38,2,South,None,CollectColor:27,22,900,3000,884,83,100,7747,100,100,7117,100,100,8407
743,4,38,3,South,None,ClearIce:29,22,900,2400,884,83,100,13324,83,100,9116,100,100,11376
744,4,38,4,South,None,BreakStones:10,0,77,4200,914,50,83,4295,67,100,5278,100,100,3924
745,4,38,5,South,None,ReachScore:6846 + CollectColor:27,21,900,6846,915,50,83,6690,50,100,7709,100,100,14198
746,4,38,6,South,None,ReachScore:7713,21,900,7713,915,17,33,3546,50,83,5953,100,100,10087
747,4,38,7,South,None,CollectColor:22,21,900,2300,915,50,83,8619,83,100,12064,100,100,18258
748,4,38,8,South,None,ClearIce:27,21,900,2950,916,67,83,7675,100,100,6469,100,100,11685
749,4,38,9,South,None,BreakStones:10,0,77,2950,916,67,83,7340,83,100,5200,100,100,5858
750,4,38,10,South,MiniBoss,DefeatBoss:8650,26,900,8650,916,50,83,8296,50,83,9176,100,100,9982
751,4,38,11,South,None,ReachScore:2421,21,900,2421,917,83,100,4286,83,100,4980,100,100,5031
752,4,38,12,South,None,CollectColor:33,0,77,2950,917,0,33,5852,33,67,9329,100,100,12370
753,4,38,13,South,None,ClearIce:26,21,900,4200,917,67,100,6470,67,100,8725,100,100,5630
754,4,38,14,South,None,BreakStones:10,21,900,2950,918,83,100,5628,83,100,5175,100,100,4202
755,4,38,15,South,None,ReachScore:4550 + CollectColor:8,21,900,4550,918,83,100,6198,100,100,6498,100,100,5823
756,4,38,16,South,None,ReachScore:2050,0,77,2050,918,17,50,1742,0,33,1409,100,100,4030
757,4,38,17,South,None,CollectColor:23,21,900,2950,919,33,83,7702,33,100,9633,100,100,9962
758,4,38,18,South,None,ClearIce:23,21,900,2950,919,83,100,6014,67,100,6350,100,100,6744
759,4,38,19,South,None,BreakStones:8,21,900,2300,919,67,83,8488,67,100,7164,100,100,6996
760,4,38,20,South,ChapterBoss,DefeatBoss:6700,26,900,6700,920,67,100,7287,83,100,8990,100,100,12557
761,4,39,1,South,None,ReachScore:1500,22,900,1500,890,67,100,3167,83,100,3340,100,100,3753
762,4,39,2,South,None,CollectColor:16,22,900,3050,890,100,100,6724,100,100,6363,100,100,5458
763,4,39,3,South,None,ClearIce:31,22,900,2400,891,17,67,7003,50,50,8663,100,100,8971
764,4,39,4,South,None,BreakStones:9,0,76,4200,921,17,33,4480,83,100,5512,100,100,6109
765,4,39,5,South,None,ReachScore:13210 + CollectColor:27,21,900,13210,921,17,50,7199,17,83,9952,100,100,17440
766,4,39,6,South,None,ReachScore:650,21,900,650,922,100,100,3453,100,100,3501,100,100,2920
767,4,39,7,South,None,CollectColor:15,21,900,2300,922,100,100,8325,83,100,9102,100,100,8063
768,4,39,8,South,None,ClearIce:25,21,900,2950,922,83,100,6854,100,100,8075,100,100,7258
769,4,39,9,South,None,BreakStones:10,0,76,2950,923,33,83,6719,67,100,7546,100,100,7897
770,4,39,10,South,MiniBoss,DefeatBoss:11450,26,900,11450,923,33,67,10225,33,83,10134,100,100,13279
771,4,39,11,South,None,ReachScore:2470,21,900,2470,923,50,83,3260,83,83,4730,100,100,4930
772,4,39,12,South,None,CollectColor:17,0,76,2950,924,33,67,4173,83,100,6266,100,100,7210
773,4,39,13,South,None,ClearIce:31,21,900,4200,924,33,83,8893,50,100,10615,100,100,9623
774,4,39,14,South,None,BreakStones:7,21,900,2950,924,83,100,4392,100,100,4432,100,100,3273
775,4,39,15,South,None,ReachScore:9232 + CollectColor:18,21,900,9232,925,33,100,8663,33,83,9034,100,100,13373
776,4,39,16,South,None,ReachScore:3400,0,76,3400,925,50,83,3232,33,100,3513,100,100,4860
777,4,39,17,South,None,CollectColor:18,21,900,2950,925,50,100,6865,17,100,6461,100,100,9204
778,4,39,18,South,None,ClearIce:28,21,900,2950,926,83,100,8981,67,100,7302,100,100,13134
779,4,39,19,South,None,BreakStones:7,21,900,2300,926,83,100,5003,100,100,5609,100,100,6330
780,4,39,20,South,ChapterBoss,DefeatBoss:8050,26,900,8050,926,100,100,10093,83,100,9200,100,100,9618
781,4,40,1,South,None,ReachScore:2150,22,900,2150,897,67,100,3532,100,100,4894,100,100,4210
782,4,40,2,South,None,CollectColor:15,22,900,3050,897,67,100,7513,83,100,7879,100,100,10376
783,4,40,3,South,None,ClearIce:33,22,900,2400,897,0,17,6488,0,67,7483,100,100,7984
784,4,40,4,South,None,BreakStones:8,0,76,4250,928,67,67,4806,100,100,5054,100,100,5688
785,4,40,5,South,None,ReachScore:6450 + CollectColor:14,21,900,6450,928,33,83,6561,50,83,6322,100,100,8266
786,4,40,6,South,None,ReachScore:1358,21,900,1358,928,83,83,3400,83,100,3371,100,100,4401
787,4,40,7,South,None,CollectColor:19,21,900,2350,929,83,100,6180,100,100,6714,100,100,5588
788,4,40,8,South,None,ClearIce:24,21,900,2950,929,83,100,5766,83,100,7066,100,100,7035
789,4,40,9,South,None,BreakStones:10,0,76,2950,929,67,100,4149,50,100,4965,100,100,5530
790,4,40,10,South,MiniBoss,DefeatBoss:11500,26,900,11500,930,17,67,8014,17,50,8917,100,100,13786
791,4,40,11,South,None,ReachScore:2639,21,900,2639,930,50,83,3450,50,83,3275,100,100,5155
792,4,40,12,South,None,CollectColor:43,0,76,2950,930,0,0,6831,0,67,9556,100,100,16690
793,4,40,13,South,None,ClearIce:36,21,900,4250,931,50,83,9689,50,100,10778,100,100,11672
794,4,40,14,South,None,BreakStones:10,21,900,2950,931,100,100,4491,100,100,5420,100,100,5731
795,4,40,15,South,None,ReachScore:6528 + CollectColor:15,21,900,6528,931,50,100,7045,83,100,8127,100,100,11024
796,4,40,16,South,None,ReachScore:2084,0,76,2084,932,50,83,3335,67,100,2929,100,100,3542
797,4,40,17,South,None,CollectColor:19,21,900,2950,932,100,100,5700,100,100,5365,100,100,3783
798,4,40,18,South,None,ClearIce:19,21,900,2950,932,100,100,5406,100,100,5823,100,100,4284
799,4,40,19,South,None,BreakStones:10,21,900,2350,933,50,83,7054,67,100,8359,100,100,18803
